TIMESTAMP_START,TIMESTAMP_END,FC_1_1_1,FC_SSITC_TEST,CO2_1_1_1,CO2_MIXING_RATIO_1_1_1,SC_1_1_1,H2O_1_1_1,FH2O_1_1_1,LE_1_1_1,LE_SSITC_TEST,SLE_1_1_1,H_1_1_1,H_SSITC_TEST,SH_1_1_1,TAU_1_1_1,TAU_SSITC_TEST,T_SONIC_1_1_1,TA_1_1_1,RH_1_1_1,P_1_1_1,VPD_1_1_1,PA_1_1_1,WS_1_1_1,WS_MAX_1_1_1,WD_1_1_1,USTAR_1_1_1,MO_LENGTH_1_1_1,ZL_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,NETRAD,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,ALB,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,G_1_1_1,G_2_1_1,G_3_1_1,FETCH_70,FETCH_90,FETCH_MAX,FETCH_FILTER,NEE_1_1_1
202401010000,202401010030,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
202401010030,202401010100,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
202401010100,202401010130,0.741495,0,430.507,432.644,0.0325447,5.4584,0.316182,14.251,0,0.135476,-3.59199,0,-0.168259,-0.204885,0,-0.404999999999973,-0.463999999999999,92.0581,0,0.467923,99.3416,5.39474,9.0399,316.006,0.402199,1570.9,0.00261779,1.01606102178954,0.676672003263028,0.449670990836634,-7.3192,0,0,0,308.226,314.743,-31.0803,45.2225,41.8593,43.1399,2.72900000000004,2.166,-0.0449999999999591,-41.6435,-53.5022,-29.1844,115.613,173.209,63.2345,0,0.741495
202401010130,202401010200,0.946579,0,430.447,432.58,-0.00627756,5.45653,0.383895,17.303,0,-0.00883425,-2.68597,1,-0.0080417,-0.236958,0,-0.435999999999979,-0.466999999999985,92.0663,0,0.467351,99.3654,5.64039,9.631,315.93,0.432481,2612.39,0.00157416,1.12074528774383,0.73279737990798,0.490582307059682,-6.86604,0,0,0,308.462,314.698,-37.6495,45.2145,41.8542,43.133,2.71700000000004,2.15100000000001,-0.05499999999995,-41.4055,-53.0106,-29.0005,114.281,171.214,62.506,0,0.946579
202401010200,202401010230,0.753829,0,430.329,432.451,-0.0124045,5.42837,0.357041,16.0935,0,-0.133598,-2.5746,0,-0.170781,-0.231109,0,-0.491999999999962,-0.521999999999991,91.9887,0,0.470006,99.3921,5.80882,9.97286,317.019,0.427007,2623.69,0.00156738,1.06197457596686,0.778922332456838,0.510519343414135,-6.6453,0,0,0,308.317,314.555,-69.9191,45.2031,41.8518,43.1283,2.71000000000004,2.14000000000004,-0.0799999999999841,-41.2347,-52.7832,-28.8491,109.574,164.162,59.9315,0,0.753829
202401010230,202401010300,0.743057,0,430.365,432.46,0.00371569,5.37346,0.375636,16.9318,0,-0.260569,-3.75512,0,-0.0297248,-0.223996,0,-0.504999999999995,-0.531999999999982,91.1539,0,0.518621,99.4262,5.89863,9.95678,317.641,0.420301,1715.84,0.00239667,1.10215243954727,0.773296191636814,0.490901212057986,-6.60073,0,0,0,308.152,314.445,-116.93,45.1885,41.8561,43.123,2.697,2.13100000000003,-0.113999999999976,-41.2824,-52.7971,-28.8432,111.641,167.258,61.0618,0,0.743057
202401010300,202401010330,0.891197,0,430.623,432.717,0.0272142,5.36547,0.412049,18.5731,0,-0.037929,-3.92093,0,0.00762858,-0.242274,0,-0.5,-0.528999999999996,91.0298,0,0.525992,99.4567,5.80974,10.03,317.591,0.437047,1848.02,0.00222524,1.1246110438725,0.790584593829149,0.501328235789687,-6.51666,0,0,0,308.232,314.442,-113.359,45.169,41.8539,43.1153,2.68100000000004,2.11500000000001,-0.128999999999962,-41.2799,-52.7902,-28.9281,113.264,169.691,61.9501,0,0.891197
202401010330,202401010400,0.89273,0,430.704,432.802,0.00851253,5.36844,0.395232,17.8151,0,0.0140943,-3.83898,0,0.00422337,-0.239454,0,-0.495999999999981,-0.527999999999963,91.0853,0,0.522786,99.4724,6.03068,9.40793,320.719,0.434463,1854.4,0.00221759,1.04227155770461,0.846553010744159,0.503157033141742,-6.40977,0,0,0,308.342,314.453,-106.744,45.1551,41.8449,43.1124,2.66500000000002,2.10200000000003,-0.134999999999991,-41.411,-52.6692,-28.9872,112.4,168.396,61.4775,0,0.89273
202401010400,202401010430,0.815675,0,430.783,432.879,0.00829789,5.36852,0.360542,16.2512,0,0.000367131,-3.27115,0,0.0366602,-0.218539,0,-0.495000000000005,-0.515999999999963,91.0172,0,0.527239,99.4832,6.06966,10.457,325.492,0.415042,1897.45,0.00216727,1.10977024649249,0.804442664209203,0.494174058404526,-6.26971,0,0,0,308.483,314.459,-96.4292,45.1487,41.8275,43.106,2.65200000000004,2.09100000000001,-0.135999999999967,-41.4446,-52.4155,-29.0898,109.936,164.703,60.1293,0,0.815675
202401010430,202401010500,0.921782,0,430.858,432.954,0.00799543,5.36871,0.41942,18.9045,0,0.000928719,-3.98355,0,0.104875,-0.235415,0,-0.474999999999966,-0.481999999999971,90.8043,0,0.541081,99.4946,5.98577,10.1376,326.042,0.430771,1742.22,0.00236038,1.13250607062391,0.800179979754555,0.49248756329475,-5.83604,0,0,0,308.965,314.522,-111.423,45.1358,41.8041,43.1022,2.63100000000003,2.07600000000002,-0.137,-41.3205,-52.0512,-29.2774,113.566,170.143,62.1152,0,0.921782
202401010500,202401010530,0.838525,0,430.997,433.096,0.0145493,5.381,0.409668,18.4647,0,0.0583517,-3.16064,0,0.0501761,-0.246383,0,-0.466999999999985,-0.465999999999951,90.9266,0,0.534524,99.5196,5.93124,9.92694,326.497,0.440651,2350.83,0.0017493,1.08756149251433,0.73780824066962,0.494,-5.69094,0,0,0,309.149,314.566,-78.4121,45.1216,41.7915,43.0934,2.613,2.06200000000001,-0.134999999999991,-41.1427,-51.6425,-29.408,115.362,172.833,63.0973,0,0.838525
202401010530,202401010600,0.900263,0,431.103,433.195,0.0112662,5.36075,0.379937,17.1247,0,-0.0961773,-3.13053,0,-0.00839804,-0.225717,0,-0.479999999999961,-0.467999999999961,90.6334,0,0.551685,99.5536,6.25059,10.2009,326.647,0.42169,2080.55,0.00197655,1.07771981516533,0.76356335689974,0.499107202913362,-5.42576,0,0,0,309.367,314.537,-74.5343,45.1112,41.778,43.0887,2.601,2.05000000000001,-0.138999999999953,-41.1031,-51.2758,-29.4704,110.461,165.491,60.4167,0,0.900263
202401010600,202401010630,0.972936,0,431.163,433.25,0.0062575,5.33964,0.396234,17.8602,0,-0.100371,-1.07678,1,-0.173777,-0.238837,0,-0.526999999999987,-0.524999999999977,90.6799,0,0.546687,99.5868,6.57222,10.5417,329.058,0.433654,6579.89,0.00062498,1.2445963200974,0.836264312284101,0.517726761912111,-5.63319,0,0,0,309.029,314.402,-60.1646,45.1007,41.773,43.0889,2.59100000000001,2.03900000000004,-0.161000000000001,-41.1049,-51.0422,-29.5455,109.699,164.349,60,0,0.972936
202401010630,202401010700,0.882165,0,431.277,433.379,0.0120521,5.37101,0.365942,16.4949,0,0.149172,-1.6523,0,-0.0241058,-0.217481,0,-0.537999999999954,-0.532999999999959,91.2965,0,0.510226,99.6213,6.25135,10.3096,331.761,0.413736,3724.84,0.00110402,1.10450894066096,0.792496056772524,0.510053918718404,-5.82446,0,0,0,308.803,314.355,-61.3968,45.0788,41.7514,43.0812,2.57800000000003,2.029,-0.169999999999959,-41.0294,-50.9763,-29.7215,106.919,160.184,58.4794,0,0.882165
202401010700,202401010730,0.978629,0,431.522,433.638,0.0258822,5.40034,0.383519,17.2872,0,0.139523,-9999,-9999,0.00443005,-0.230763,0,-0.538999999999987,-0.530999999999949,91.8149,0,0.479889,99.6532,6.03987,9.94038,334.84,0.426118,8004.75,0.000513733,1.06083929037343,0.730800246305377,0.494621067080649,-5.3765,0,0,0,309.27,314.388,-70.1006,45.0156,41.7244,43.067,2.56,2.01800000000003,-0.156999999999982,-40.9042,-50.7117,-29.9166,112.195,168.089,61.3654,0,0.978629
202401010730,202401010800,0.757137,0,431.777,433.899,0.0268492,5.40685,0.3273,14.7531,0,0.0309753,-1.61381,0,-0.00134199,-0.180651,0,-0.520999999999958,-0.531999999999982,91.9621,0,0.47124,99.6897,5.63863,8.99837,336.623,0.376954,2885.72,0.00142505,0.94166607669598,0.656759468907758,0.444976403868789,-5.40849,0,0,0,309.24,314.451,-84.2912,45.0022,41.7121,43.0573,2.54200000000003,2.00900000000001,-0.127999999999986,-40.6271,-50.2017,-29.9863,110.695,165.842,60.5449,0,0.757137
202401010800,202401010830,1.02438,0,431.917,434.031,0.0148391,5.39484,0.388071,17.4924,0,-0.0571574,-0.676916,1,-0.0004926,-0.208868,0,-0.538999999999987,-0.531999999999982,91.7883,0,0.48143,99.7215,5.39882,8.94035,334.998,0.40526,8550.81,0.000480925,1.03219668668331,0.664736037837577,0.450153307218774,-5.20113,0,0,0,307.493,314.364,28.4113,44.99,41.6507,43.057,2.53500000000003,2.00200000000001,-0.123999999999967,-40.2237,-49.6179,-29.8872,116.217,174.114,63.5647,0,1.02438
202401010830,202401010900,1.72554,0,432.011,434.12,0.00989241,5.38073,0.377427,17.0128,0,-0.0672207,1.37201,0,-0.054817,-0.175957,0,-0.560000000000002,-0.549999999999955,91.6921,0,0.486435,99.7487,5.4669,8.70167,336.236,0.3719,-3260.96,-0.00126107,0.964469802534014,0.684670723778956,0.446593775146945,2.58994,0,0,0,306.959,314.598,15.8865,44.9818,41.6434,43.0511,2.52500000000003,1.99600000000004,-0.0269999999999868,-39.9538,-49.0674,-29.7125,109.189,163.586,59.7212,0,1.72554
202401010900,202401010930,1.43072,1,432.287,434.399,0.0291634,5.38484,0.399785,18.0202,0,0.0196121,3.96526,0,0.0813008,-0.168857,0,-0.525999999999954,-0.522999999999968,91.6156,0,0.491861,99.7814,5.51051,8.69291,338.095,0.364278,-1060.6,-0.00387732,0.923363417079104,0.693057717654165,0.440584838595247,14.4215,0,0,0,304.779,315.159,15.4625,44.976,41.6471,43.0427,2.51000000000005,1.99000000000001,0.0990000000000464,-39.6215,-47.3369,-29.5208,108.565,162.651,59.3799,0,1.43072
202401010930,202401011000,1.51174,0,432.378,434.492,0.00958249,5.38479,0.427416,19.2651,0,-0.000235761,8.09007,0,0.102959,-0.152379,0,-0.480999999999995,-0.489999999999952,91.4346,0,0.503706,99.8283,5.34669,8.93644,338.291,0.345988,-445.556,-0.0092296,0.953358274732013,0.607263534225463,0.409519230317698,29.2014,147.476,47.0849,6.99975,305.092,315.975,14.8729,44.9761,41.6595,43.045,2.49400000000003,1.99100000000004,0.384000000000015,-39.0924,-44.1139,-29.1284,110.458,165.486,60.4152,0,1.51174
202401011000,202401011030,1.22197,0,432.88,435.007,0.0530908,5.40672,0.462721,20.8535,0,0.104449,8.61575,0,0.45528,-0.147646,0,-0.293999999999983,-0.341999999999985,90.8679,0,0.542848,99.8779,5.12027,7.99485,341.727,0.340581,-399.205,-0.0103012,0.853853617430997,0.62535589866891,0.395055692276418,43.1179,199.254,63.461,9.1466,305.965,317.161,14.423,44.9861,41.7074,43.0381,2.48099999999999,2,0.742000000000019,-38.2205,-39.3764,-28.4238,112.258,168.183,61.3997,0,1.22197
202401011030,202401011100,1.06644,0,433.233,435.365,0.0372885,5.43866,0.527012,23.7456,0,0.152042,12.3047,0,0.717054,-0.131067,0,-0.10899999999998,-0.10899999999998,89.9132,0,0.609854,99.9279,5.11524,8.27733,341.301,0.320949,-234.003,-0.0175737,0.896026785313921,0.6392096682623,0.397061708050525,64.1971,278.294,89.3856,12.5031,306.51,319.195,13.9877,45.0046,41.7527,43.0259,2.46900000000005,2.02800000000002,1.43600000000004,-37.0918,-32.9631,-27.4344,106.618,159.734,58.3149,0,1.06644
202401011100,202401011130,0.754041,0,433.344,435.481,0.0117658,5.44488,0.875398,39.4365,0,0.0295755,28.9045,0,0.528644,-0.156818,0,0.0740000000000123,0.063000000000045,88.9161,0,0.678557,99.9469,4.99136,8.05463,342.369,0.351142,-130.476,-0.0315177,0.879992613605364,0.667476591349839,0.387476450897342,93.4911,398.409,129.379,18.3472,304.585,322.126,14.1733,45.0256,41.8053,43.0302,2.464,2.08300000000003,2.46600000000001,-35.5151,-22.168,-25.9612,116.831,175.035,63.9009,0,0.754041
202401011130,202401011200,0.527553,0,433.371,435.518,0.00284237,5.47227,1.09127,49.1518,0,0.130187,44.5351,0,0.643035,-0.155542,0,0.293000000000006,0.272000000000048,88.0204,0,0.744606,99.9498,5.19494,8.16464,339.498,0.34984,-83.7465,-0.0491041,0.864268476805674,0.755344292359451,0.409863391875879,119.545,498.747,162.706,23.3228,305.556,325.394,14.333,45.0488,41.8417,43.0517,2.46700000000004,2.18600000000004,3.52200000000005,-32.8145,-4.81267,-23.3908,111.366,166.847,60.9119,0,0.527553
202401011200,202401011230,0.347227,0,433.517,435.658,0.0153471,5.47343,1.05587,47.5497,0,0.00551097,49.5464,0,0.523897,-0.130118,0,0.466000000000008,0.442000000000007,86.9562,0,0.820827,99.9471,4.64817,7.29097,332.558,0.320079,-57.6515,-0.0713303,0.800511711344687,0.823300066804321,0.372943695482307,123.51,516.515,169.018,24.663,307.081,327.926,14.5951,45.0715,41.8795,43.0726,2.495,2.34100000000001,4.29200000000003,-28.1938,14.5918,-19.4862,111.856,167.581,61.1798,0,0.347227
202401011230,202401011300,0.2304,0,433.434,435.524,-0.00874837,5.36491,1.13618,51.1599,0,-0.515017,50.7953,0,0.402244,-0.117241,0,0.607000000000028,0.573000000000036,84.4214,0,0.989672,99.9389,4.21962,6.71528,332.298,0.303907,-48.1301,-0.0854413,0.766349789586974,0.739367973339392,0.34210378542191,116.805,489.973,159.456,23.6867,310.024,328.988,14.8407,45.0877,41.9179,43.0883,2.56100000000004,2.53400000000005,4.55500000000001,-21.9444,27.7105,-14.9842,114.983,172.266,62.8902,0,0.2304
202401011300,202401011330,0.372785,0,433.1,435.178,-0.035164,5.33872,1.02099,45.9659,0,-0.124206,45.0111,0,0.496293,-0.106217,0,0.784000000000049,0.735000000000014,83.0179,0,1.09151,99.9206,3.97554,7.10656,330.434,0.289377,-46.885,-0.0877103,0.810487507615016,0.646928125837793,0.322811090267977,105.81,451.605,146.901,21.8521,310.446,329.685,14.873,45.1102,41.9744,43.1061,2.64800000000002,2.726,4.67000000000002,-15.3379,36.1538,-10.9022,115.819,173.519,63.3475,0,0.372785
202401011330,202401011400,0.630279,0,432.76,434.869,-0.0357646,5.42068,0.873066,39.3037,0,0.388427,41.9742,0,0.213026,-0.1107,0,0.842000000000041,0.80400000000003,83.8584,0,1.04271,99.9057,4.02655,6.29173,322.892,0.295484,-53.523,-0.0768324,0.832698024496276,0.620977455307356,0.315427487705178,97.0316,415.704,134.138,20.2125,312.514,329.408,15.0562,45.1274,41.9757,43.1177,2.75600000000003,2.90800000000002,4.61000000000001,-8.66214,38.2271,-7.59182,119.971,179.738,65.6182,0,0.630279
202401011400,202401011430,0.347095,0,432.675,434.748,-0.00891926,5.36288,0.909035,40.9157,0,-0.273657,44.2146,0,0.576133,-0.0949931,0,1.00100000000003,0.992000000000019,81.8391,0,1.18915,99.8958,4.20177,6.90064,334.681,0.273825,-40.4334,-0.101705,0.773516644940495,0.783541319905977,0.322863748352149,107.42,459,149.091,22.5676,311.708,330.811,15.1313,45.1429,41.9937,43.1339,2.851,3.03500000000003,4.98400000000004,-4.4114,37.4873,-5.36753,110.798,165.996,60.601,0,0.347095
202401011430,202401011500,0.707441,0,432.532,434.579,-0.0150971,5.31381,0.853162,38.3962,0,-0.232151,36.1827,0,0.391391,-0.0916349,0,1.12100000000004,1.12,80.3349,0,1.29955,99.88,3.72797,5.95639,328.678,0.269022,-46.8491,-0.0877777,0.716289047801235,0.713402410985553,0.310286963954337,79.8073,355.04,115.372,17.3973,311.871,330.039,15.0737,45.1588,41.9892,43.1483,2.95600000000002,3.15600000000001,4.64400000000001,-1.04361,39.0736,-3.65529,112.769,168.948,61.679,0,0.707441
202401011500,202401011530,0.713145,0,431.39,433.408,-0.120019,5.26311,0.870562,39.1764,0,-0.239822,28.9734,0,0.237739,-0.105819,0,1.20300000000003,1.19800000000004,79.1395,0,1.38627,99.8982,3.88297,6.58854,324.55,0.289107,-72.6214,-0.0566265,0.7318695238907,0.746842687585545,0.320035935482252,57.4513,268.225,87.0444,13.1729,311.699,328.119,15.1325,45.1654,41.9945,43.153,3.06900000000002,3.26600000000002,3.88100000000003,0.535319,34.2938,-2.54397,116.535,174.59,63.7388,0,0.713145
202401011530,202401011600,1.01178,0,430.491,432.509,-0.0945355,5.26997,0.659888,29.6983,0,0.0324857,14.3479,0,-0.267246,-0.102535,0,1.11100000000005,1.11100000000005,79.7547,0,1.33697,99.9145,4.05806,6.2625,320.162,0.284517,-139.79,-0.0294177,0.708127813321861,0.624100953372129,0.32972564352807,37.6801,191.122,61.8473,9.44018,310.985,325.712,15.2626,45.1685,41.9751,43.1477,3.17100000000005,3.31900000000002,3.04400000000004,-1.4282,21.865,-2.71721,112.34,168.305,61.4443,0,1.01178
202401011600,202401011630,1.09022,0,430.763,432.758,0.0285895,5.2125,0.46867,21.0942,0,-0.272164,6.03948,0,-0.259583,-0.0785671,0,1.02300000000002,1.02600000000001,79.3841,0,1.35317,99.9356,3.58075,6.14145,315.629,0.248986,-222.6,-0.0184739,0.630661557414117,0.506499753208232,0.296816441593117,20.4235,124.135,40.0775,6.13305,310.434,323.955,15.3086,45.1636,41.957,43.1498,3.24299999999999,3.30500000000001,2.45100000000002,-5.88833,7.83403,-4.21484,109.829,164.544,60.0712,0,1.09022
202401011630,202401011700,1.38382,1,431.272,433.335,0.0536533,5.332,0.446367,20.0937,0,0.566406,2.16535,0,-0.528046,-0.0860951,0,0.87700000000001,0.854000000000042,82.227,0,1.15219,99.9468,3.41015,5.48254,318.235,0.260551,-711.531,-0.00577951,0.643674607235675,0.501621371155576,0.289195262755115,5.58232,0,0,0,309.812,322.11,15.5619,45.2182,41.9473,43.1541,3.286,3.25300000000004,1.79900000000004,-10.9323,-4.64816,-6.16669,116.287,174.219,63.6031,0,1.38382
202401011700,202401011730,0.755728,0,431.334,433.413,0.00654063,5.35943,0.288028,12.9682,0,0.130187,-2.61659,0,-0.58599,-0.0684904,0,0.689000000000021,0.663000000000011,83.8079,0,1.03534,99.9602,3.1651,5.21052,318.215,0.232295,417.321,0.00985405,0.605670702609925,0.485229842445825,0.277056853371289,-6.58581,0,0,0,307.916,320.109,18.1391,45.2114,41.9314,43.1383,3.315,3.18400000000003,1.15200000000004,-15.7309,-16.1234,-8.42565,109.786,164.479,60.0473,0,0.755728
202401011730,202401011800,0.797528,0,431.246,433.314,-0.00926748,5.33558,0.194463,8.75701,0,-0.1133,-1.50842,1,-0.553115,-0.0452258,0,0.516999999999996,0.483000000000004,84.5412,0,0.975667,99.9762,2.621,4.97821,309.813,0.188686,387.998,0.0105988,0.50364074497602,0.443258389655515,0.226879042663707,-11.9045,0,0,0,306.8,318.608,-13.2824,45.1961,41.9049,43.1271,3.32000000000005,3.09400000000005,0.716000000000008,-20.3868,-26.7857,-10.9525,-9999,-9999,-9999,-9999,0.797528
202401011800,202401011830,0.892048,0,431.155,433.221,-0.00964642,5.33929,0.178795,8.05171,0,0.0176108,-1.39907,0,-0.099211,-0.039828,0,0.504999999999995,0.451000000000022,84.8068,0,0.956666,99.9868,2.32777,3.75463,301.628,0.177048,345.623,0.0118982,0.416881278063671,0.297897633424638,0.203805299244156,-11.6045,0,0,0,307.376,318.245,-93.1528,45.1867,41.8931,43.1235,3.291,2.988,0.602000000000032,-24.5941,-34.8428,-13.3452,-9999,-9999,-9999,-9999,0.892048
202401011830,202401011900,0.8697,0,431.336,433.417,0.0190593,5.36477,0.157717,7.10251,0,0.121062,-2.00606,0,-0.00556986,-0.0296602,0,0.5,0.449000000000012,85.2245,0,0.930245,99.9889,2.07708,3.91008,307.42,0.152785,154.907,0.0265469,0.489,0.392277962674428,0.180119682433653,-11.1283,0,0,0,307.74,318.137,-96.7538,45.181,41.8867,43.1218,3.25300000000004,2.89100000000002,0.550000000000011,-27.7021,-39.3319,-15.2285,-9999,-9999,-9999,-9999,0.8697
202401011900,202401011930,0.902653,0,430.828,432.875,-0.0535446,5.30632,0.209571,9.43714,0,-0.277634,-2.78409,1,0.179576,-0.0483078,0,0.563000000000045,0.507000000000005,83.945,0,1.01509,99.9944,2.59824,5.81496,295.958,0.194999,232.059,0.0177209,0.642260071933481,0.539837012439866,0.23151069089785,-9.95661,0,0,0,308.972,318.306,-179.4,45.1739,41.8794,43.117,3.21300000000002,2.81,0.576999999999998,-29.5879,-41.5117,-16.6487,-9999,-9999,-9999,-9999,0.902653
202401011930,202401012000,0.888727,0,429.426,431.375,-0.148295,5.07688,0.463308,20.8762,0,-1.09313,-9999,-9999,-2.03637,-0.124814,0,-0.211999999999989,-0.153999999999996,84.2624,0,0.948429,99.9971,4.22198,7.35375,317.634,0.313043,1665.41,0.00246925,0.850409313213349,0.567156063178381,0.35595645801137,-9.93427,0,0,0,306.629,316.059,4.38452,45.1623,41.8849,43.1059,3.21000000000004,2.767,0.221000000000004,-31.056,-43.5654,-17.7951,114.06,170.883,62.3854,0,0.888727
202401012000,202401012030,0.892445,0,429.314,431.223,-0.0117828,4.97345,0.293526,13.2308,0,-0.493652,-0.284655,1,-1.18923,-0.0776356,0,-0.546999999999969,-0.538999999999987,84.8956,0,0.885061,99.9956,3.74174,6.39491,321.071,0.246713,4596.4,0.000894679,0.679395319383347,0.468380187454593,0.29975022935771,-10.5578,0,0,0,304.623,314.608,-33.7902,45.1454,41.8695,43.0856,3.18900000000002,2.70100000000002,-0.0769999999999982,-33.49,-48.3696,-19.4065,108.172,162.061,59.1647,0,0.892445
202401012030,202401012100,0.640099,0,429.617,431.537,0.0321136,4.99147,0.300152,13.5304,0,0.0860391,-2.49667,1,-0.232498,-0.0834068,0,-0.59899999999999,-0.613999999999976,85.6752,0,0.834778,99.9981,3.19263,5.82622,306.564,0.255681,583.315,0.00704987,0.637765630933496,0.471119942265237,0.282276637361295,-11.7424,0,0,0,303.076,314.149,-64.0928,45.1347,41.8534,43.0756,3.12800000000004,2.60700000000003,-0.214999999999975,-36.2182,-52.2987,-21.276,116.785,174.965,63.8757,0,0.640099
202401012100,202401012130,0.750139,0,429.714,431.618,0.0102187,4.96228,0.30693,13.8369,0,-0.139427,-2.74014,0,-0.22043,-0.080816,0,-0.68199999999996,-0.685999999999979,85.6151,0,0.833918,99.9929,3.31585,5.44887,306.894,0.25165,506.724,0.00811546,0.623570364914819,0.517019341997957,0.283198163835855,-12.4229,0,0,0,301.987,313.711,-68.4635,45.1192,41.7961,43.0622,3.07000000000005,2.524,-0.323999999999955,-37.8294,-54.5182,-22.6173,115.01,172.306,62.9047,0,0.750139
202401012130,202401012200,0.709224,0,429.876,431.778,0.017194,4.95708,0.25189,11.3561,0,-0.0248347,-5.29902,0,-0.124003,-0.0711456,0,-0.728999999999985,-0.725999999999999,85.7715,0,0.822435,99.9867,2.94439,5.81793,292.56,0.236104,216.396,0.0190036,0.658661521572347,0.890965768141515,0.251717699020152,-12.8524,0,0,0,301.299,313.401,-84.9907,45.103,41.7694,43.0517,3.01800000000003,2.45000000000005,-0.44399999999996,-38.4919,-56.2191,-23.6178,120.094,179.923,65.6855,0,0.709224
202401012200,202401012230,0.54387,1,429.209,430.995,-0.0707171,4.71689,0.429437,19.3643,0,-1.14834,-11.5504,0,-0.635447,-0.148066,0,-1.01499999999999,-0.93199999999996,82.85,0,0.976495,99.9832,4.68758,7.28121,266.356,0.340472,297.68,0.0138145,0.797423350548503,0.700954349440818,0.396165369511269,-12.6997,0,0,0,300.418,312.499,-49.4886,45.0821,41.7482,43.0479,2.97200000000004,2.38600000000002,-0.736999999999966,-38.7652,-57.474,-24.3908,111.978,167.764,61.2465,0,0.54387
202401012230,202401012300,0.565784,1,429.369,431.098,0.016955,4.58316,0.519499,23.4315,0,-0.640056,-4.24565,0,-0.852092,-0.127538,0,-1.27499999999998,-1.20699999999999,82.1269,0,0.997316,99.9626,3.77833,7.20111,273.767,0.315855,646.468,0.00636118,0.842926449934987,1.04887082140748,0.353104800307218,-10.8634,0,0,0,301.514,311.784,-49.7083,45.0589,41.7177,43.0374,2.93900000000002,2.322,-0.824999999999989,-39.2667,-59.9652,-25.2392,115.621,173.221,63.2389,0,0.565784
202401012300,202401012330,0.812821,0,429.236,430.972,-0.0140683,4.5751,0.470794,21.2391,0,-0.0385894,1.824,0,-0.673686,-0.139865,0,-1.47499999999997,-1.42499999999995,83.2916,0,0.917534,99.9472,4.14532,7.90656,257.606,0.330659,-1726.22,-0.00238226,0.985320759955863,0.69284774662259,0.367666968872647,-10.3243,0,0,0,301.592,311.361,-58.1264,45.04,41.6915,43.0256,2.89300000000003,2.25700000000001,-0.915999999999997,-39.5714,-59.4708,-26.194,116.121,173.97,63.5123,0,0.812821
202401012330,202401020000,0.566321,1,429.045,430.756,-0.0203617,4.52222,0.479739,21.6444,0,-0.253356,-2.22878,1,-0.277718,-0.132698,0,-1.53199999999998,-1.51499999999999,82.8653,0,0.934754,99.9364,4.29663,7.5715,267.739,0.322038,1304.95,0.00315131,0.859349754174632,0.831342889546786,0.377397668249288,-10.4383,0,0,0,301.175,311.062,-95.5485,45.0174,41.6615,43.0082,2.84300000000002,2.20800000000003,-0.937999999999988,-39.7013,-58.2063,-26.9471,111.341,166.809,60.898,0,0.566321
202401020000,202401020030,0.699178,1,429.157,430.885,0.011893,4.55329,0.554205,25.0073,0,0.148948,2.71293,0,-0.407671,-0.168976,0,-1.697,-1.64699999999999,84.2475,0,0.851057,99.9368,4.78782,9.20525,263.289,0.363314,-1539.4,-0.00267136,1.00944539228232,1.0277596995407,0.417985645686548,-10.0492,0,0,0,301.153,310.691,-49.4918,44.9935,41.6419,42.9903,2.79600000000005,2.16800000000001,-1.024,-39.897,-57.2407,-27.6512,112.997,169.29,61.8036,0,0.699178
202401020030,202401020100,0.754064,0,428.838,430.584,-0.0339256,4.58221,0.484349,21.8599,0,0.13879,5.99329,0,-0.71698,-0.176796,0,-1.90799999999996,-1.87799999999999,86.2376,0,0.730961,99.9325,4.88047,8.36033,261.375,0.371478,-744.844,-0.00552102,0.991277458636077,0.966445032063386,0.424102581930363,-9.67045,0,0,0,300.856,310.041,-56.9463,44.9693,41.6258,42.9747,2.76500000000004,2.137,-1.12699999999995,-40.0941,-56.5646,-28.2961,113.694,170.335,62.1852,0,0.754064
202401020100,202401020130,0.515293,1,428.816,430.607,-0.00225532,4.68188,0.377383,17.0303,0,0.478101,-9999,-9999,0.375666,-0.16341,0,-1.74799999999999,-1.75700000000001,87.3286,0,0.679065,99.9324,4.43994,8.12116,271.788,0.357225,5818.29,0.000706788,0.868936131139683,0.714179949312496,0.404895048129759,-9.0895,0,0,0,301.795,310.395,-220.636,44.9485,41.599,42.9616,2.71000000000004,2.09500000000003,-0.996999999999957,-40.3425,-55.8836,-28.9615,114.353,171.322,62.5455,0,0.515293
